Locus_tag	Gene product (predicted)	Batch culture 1	Batch culture 2	standard deviation	Unlimited bioreactor 1	Unlimited bioreactor 2	standard deviation
MBURv2_210099	protein of unknown function	0	20	14.14213562	22	18	2.828427125
MBURv2_210508	Glutaredoxin-like protein	0	16	11.3137085	22	18	2.828427125
MBURv2_250013	putative Membrane protein-like protein	24	23	0.707106781	22	24	1.414213562
MBURv2_20083	conserved exported protein of unknown function	78	15	44.54772721	21	20	0.707106781
MBURv2_30065	N-6 DNA methylase	12	11	0.707106781	21	16	3.535533906
MBURv2_50008	Acriflavin resistance protein	25	24	0.707106781	21	24	2.121320344
MBURv2_50174	conserved hypothetical protein	34	29	3.535533906	21	20	0.707106781
MBURv2_50226	protein of unknown function	0	22	15.55634919	21	21	0
MBURv2_50460	conserved protein of unknown function	0	21	14.8492424	21	19	1.414213562
MBURv2_60193	putative outer membrane efflux protein (OprM-family protein)	6	20	9.899494937	21	19	1.414213562
MBURv2_80005	protein of unknown function	19	29	7.071067812	21	20	0.707106781
MBURv2_80013	protein of unknown function	0	27	19.09188309	21	25	2.828427125
MBURv2_130077	conserved membrane protein of unknown function	0	21	14.8492424	21	17	2.828427125
MBURv2_130347	protein of unknown function	20	20	0	21	19	1.414213562
MBURv2_130409	conserved protein of unknown function	0	31	21.92031022	21	25	2.828427125
MBURv2_130617	hybrid-cluster [4Fe-2S-2O] protein in anaerobic terminal reductases	10	22	8.485281374	21	20	0.707106781
MBURv2_130757	DEAD/H associated domain protein	21	16	3.535533906	21	20	0.707106781
MBURv2_130797	putative Restriction modification system DNA specificity domain-containing protein	15	23	5.656854249	21	20	0.707106781
MBURv2_160394	conserved exported protein of unknown function	0	15	10.60660172	21	18	2.121320344
MBURv2_160399	conserved membrane protein of unknown function	64	30	24.04163056	21	25	2.828427125
MBURv2_160510	putative hemin transport protein hmuS	52	16	25.45584412	21	21	0
MBURv2_160559	protein of unknown function	0	13	9.192388155	21	18	2.121320344
MBURv2_210160	conserved protein of unknown function	40	23	12.02081528	21	20	0.707106781
MBURv2_210498	Protein NifX	0	9	6.363961031	21	18	2.121320344
MBURv2_210502	exported protein of unknown function	0	13	9.192388155	21	13	5.656854249
MBURv2_210556	GTP cyclohydrolase folE2 2	21	17	2.828427125	21	19	1.414213562
MBURv2_240005	DNA repair protein RadC	0	31	21.92031022	21	22	0.707106781
MBURv2_20015	"RND efflux system, outer membrane lipoprotein, NodT family"	12	11	0.707106781	20	19	0.707106781
MBURv2_20085	conserved protein of unknown function	78	25	37.4766594	20	23	2.121320344
MBURv2_20210	membrane protein of unknown function	9	23	9.899494937	20	17	2.121320344
MBURv2_20359	D-Glucan glucanohydrolase (Alpha amylase)	30	25	3.535533906	20	22	1.414213562
MBURv2_30115	Integrase/recombinase	17	22	3.535533906	20	20	0
MBURv2_50224	Multi-sensor signal transduction multi-kinase	17	21	2.828427125	20	19	0.707106781
MBURv2_50225	Integrase catalytic region (fragment)	0	18	12.72792206	20	18	1.414213562
MBURv2_50270	protein of unknown function	0	31	21.92031022	20	22	1.414213562
MBURv2_60068	Integral membrane sensor signal transduction histidine kinase	19	23	2.828427125	20	20	0
MBURv2_60077	carbonic anhydrase	54	32	15.55634919	20	19	0.707106781
MBURv2_60199	conserved protein of unknown function	55	30	17.67766953	20	18	1.414213562
MBURv2_60220	"putative branched-chain amino acid transport protein (ABC superfamily, peri_bind)"	7	21	9.899494937	20	19	0.707106781
MBURv2_60288	conserved protein of unknown function	10	19	6.363961031	20	20	0
MBURv2_60313	conserved protein of unknown function	18	32	9.899494937	20	19	0.707106781
MBURv2_60316	"DNA polymerase V, subunit D"	40	18	15.55634919	20	20	0
MBURv2_130352	conserved protein of unknown function	0	22	15.55634919	20	16	2.828427125
MBURv2_130791	Endonuclease/exonuclease/phosphatase family protein	38	30	5.656854249	20	21	0.707106781
MBURv2_130896	Predicted esterase of the alpha/beta hydrolase fold	41	16	17.67766953	20	21	0.707106781
MBURv2_130917	Alkaline phosphatase-like protein	5	23	12.72792206	20	21	0.707106781
MBURv2_130919	putative Bacterial type II secretion system protein E	0	16	11.3137085	20	19	0.707106781
MBURv2_130987	conserved protein of unknown function	0	24	16.97056275	20	14	4.242640687
MBURv2_130988	"DNA polymerase V, subunit D"	0	7	4.949747468	20	18	1.414213562
MBURv2_160160	protein of unknown function	36	17	13.43502884	20	21	0.707106781
MBURv2_160163	conserved protein of unknown function	0	13	9.192388155	20	16	2.828427125
MBURv2_190015	Polar-differentiation response regulator DivK	0	16	11.3137085	20	17	2.121320344
MBURv2_190058	conserved protein of unknown function	8	17	6.363961031	20	16	2.828427125
MBURv2_190063	putative copper-exporting P-type ATPase B	29	20	6.363961031	20	20	0
MBURv2_210063	Polysaccharide biosynthesis protein	23	23	0	20	20	0
MBURv2_210450	conserved protein of unknown function	0	30	21.21320344	20	18	1.414213562
MBURv2_210452	protein of unknown function	43	26	12.02081528	20	22	1.414213562
MBURv2_210555	putative Uncharacterized GTP-binding protein yjiA	36	18	12.72792206	20	19	0.707106781
MBURv2_250053	TonB-dependent receptor domain protein	24	20	2.828427125	20	19	0.707106781
MBURv2_10010	Plasmid transfer protein TraF	16	10	4.242640687	19	17	1.414213562
MBURv2_20156	conserved membrane protein of unknown function	24	22	1.414213562	19	20	0.707106781
MBURv2_20250	protein of unknown function	0	29	20.50609665	19	21	1.414213562
MBURv2_50011	protein of unknown function	91	22	48.7903679	19	18	0.707106781
MBURv2_50175	conserved hypothetical protein	17	27	7.071067812	19	19	0
MBURv2_50223	PAS domain S-box/diguanylate cyclase (GGDEF) domain-containing protein (fragment)	24	22	1.414213562	19	17	1.414213562
MBURv2_60223	CheB methylesterase	0	16	11.3137085	19	16	2.121320344
MBURv2_60260	conserved membrane protein of unknown function	0	32	22.627417	19	20	0.707106781
MBURv2_60294	protein of unknown function	0	18	12.72792206	19	21	1.414213562
MBURv2_120076	Multi-sensor signal transduction histidine kinase	12	20	5.656854249	19	20	0.707106781
MBURv2_120125	Restriction modification system DNA specificity domain protein	33	14	13.43502884	19	15	2.828427125
MBURv2_130071	conserved membrane protein of unknown function	9	26	12.02081528	19	18	0.707106781
MBURv2_130794	conserved protein of unknown function	0	18	12.72792206	19	17	1.414213562
MBURv2_130803	protein of unknown function	0	22	15.55634919	19	20	0.707106781
MBURv2_130831	putative TonB-like protein	0	15	10.60660172	19	21	1.414213562
MBURv2_130846	"RNA polymerase sigma factor, sigma-70 family"	17	11	4.242640687	19	21	1.414213562
MBURv2_130871	conserved protein of unknown function	0	16	11.3137085	19	22	2.121320344
MBURv2_130897	conserved protein of unknown function	10	13	2.121320344	19	16	2.121320344
MBURv2_130904	conserved protein of unknown function	40	43	2.121320344	19	23	2.828427125
MBURv2_160190	conserved protein of unknown function	28	27	0.707106781	19	23	2.828427125
MBURv2_160405	protein of unknown function	84	25	41.71930009	19	18	0.707106781
MBURv2_160505	conserved protein of unknown function	0	8	5.656854249	19	19	0
MBURv2_160562	conserved protein of unknown function	22	17	3.535533906	19	18	0.707106781
MBURv2_190001	LPXTG-motif cell wall anchor domain protein (fragment)	72	67	3.535533906	19	18	0.707106781
MBURv2_190057	protein of unknown function	54	23	21.92031022	19	22	2.121320344
MBURv2_210078	conserved membrane protein of unknown function	0	7	4.949747468	19	15	2.828427125
MBURv2_210098	Diguanylate cyclase/phosphodiesterase with PAS/PAC sensor(S)	28	23	3.535533906	19	17	1.414213562
MBURv2_210138	protein of unknown function	70	26	31.11269837	19	17	1.414213562
MBURv2_210354	putative sulfur oxidation protein SoxB	22	24	1.414213562	19	21	1.414213562
MBURv2_210449	protein of unknown function	91	29	43.84062043	19	18	0.707106781
MBURv2_210503	Nitrogenase-stabilizing/protective protein NifW	0	9	6.363961031	19	15	2.828427125
MBURv2_210505	Nitrogen fixation protein NifM	0	15	10.60660172	19	17	1.414213562
MBURv2_240033	protein of unknown function	0	18	12.72792206	19	17	1.414213562
MBURv2_250066	"S-adenosyl-L-methionine-dependent methyltransferase, spermidine synthase-related"	31	19	8.485281374	19	19	0
MBURv2_20016	"Drug resistance transporter, EmrB/QacA subfamily"	6	12	4.242640687	18	19	0.707106781
MBURv2_20128	Phosphorylase	20	22	1.414213562	18	19	0.707106781
MBURv2_20151	conserved protein of unknown function	57	22	24.74873734	18	22	2.828427125
MBURv2_20360	putative gluconokinase	0	20	14.14213562	18	17	0.707106781
MBURv2_20455	conserved membrane protein of unknown function	14	17	2.121320344	18	18	0
MBURv2_30116	protein of unknown function	0	13	9.192388155	18	14	2.828427125
MBURv2_30170	TonB-dependent siderophore receptor	14	26	8.485281374	18	17	0.707106781
MBURv2_50267	membrane protein of unknown function	9	23	9.899494937	18	18	0
MBURv2_50283	conserved protein of unknown function	20	17	2.121320344	18	18	0
MBURv2_50318	putative Diguanylate cyclase/phosphodiesterase with PAS/PAC sensor(S)	34	27	4.949747468	18	17	0.707106781
MBURv2_50369	protein of unknown function	60	34	18.38477631	18	17	0.707106781
MBURv2_50408	Multi-sensor hybrid histidine kinase	10	17	4.949747468	18	19	0.707106781
MBURv2_60058	putative transport protein AHA_3492	21	19	1.414213562	18	19	0.707106781
MBURv2_130044	conserved protein of unknown function	0	13	9.192388155	18	15	2.121320344
MBURv2_130133	Alkyl hydroperoxide reductase/thiol specific antioxidant/Mal allergen	0	22	15.55634919	18	16	1.414213562
MBURv2_130306	Tfp pilus assembly protein PilX	35	14	14.8492424	18	18	0
MBURv2_130407	conserved protein of unknown function	23	15	5.656854249	18	19	0.707106781
MBURv2_130830	"putative TPR domain protein, component of TonB system"	14	12	1.414213562	18	17	0.707106781
MBURv2_130936	conserved exported protein of unknown function	49	26	16.26345597	18	18	0
MBURv2_130970	conserved protein of unknown function	0	9	6.363961031	18	15	2.121320344
MBURv2_160188	conserved protein of unknown function	7	15	5.656854249	18	19	0.707106781
MBURv2_160521	conserved protein of unknown function	0	19	13.43502884	18	16	1.414213562
MBURv2_160556	protein of unknown function	0	93	65.76093065	18	29	7.778174593
MBURv2_160558	"Toxin-antitoxin system, antitoxin component, PHD family"	0	9	6.363961031	18	17	0.707106781
MBURv2_160575	transposase	38	16	15.55634919	18	18	0
MBURv2_190014	Response regulator PleD	45	31	9.899494937	18	19	0.707106781
MBURv2_190016	putative Histidine kinase	14	17	2.121320344	18	17	0.707106781
MBURv2_210083	protein of unknown function	0	31	21.92031022	18	16	1.414213562
MBURv2_210447	protein of unknown function	0	21	14.8492424	18	19	0.707106781
MBURv2_210473	Nitrogen fixation regulatory protein	0	8	5.656854249	18	16	1.414213562
MBURv2_210486	Ferredoxin-5	25	11	9.899494937	18	14	2.828427125
MBURv2_210519	Nitrogenase iron protein	0	9	6.363961031	18	13	3.535533906
MBURv2_240023	"Addiction module toxin, RelE/StbE family (fragment)"	0	13	9.192388155	18	16	1.414213562
MBURv2_250011	conserved protein of unknown function	24	21	2.121320344	18	19	0.707106781
MBURv2_250059	conserved exported protein of unknown function	14	20	4.242640687	18	18	0
MBURv2_250067	putative TonB-dependent receptor	24	15	6.363961031	18	17	0.707106781
MBURv2_20088	putative Transport-associated protein	0	15	10.60660172	17	14	2.121320344
MBURv2_20126	"MCP methyltransferase/methylesterase, CheR/CheB"	23	20	2.121320344	17	16	0.707106781
MBURv2_20370	Transcriptional regulatory protein TcrA	13	16	2.121320344	17	15	1.414213562
MBURv2_20463	D-Ala-D-Ala carboxypeptidase 3 (S13)	30	20	7.071067812	17	16	0.707106781
MBURv2_30045	Diguanylate cyclase	17	18	0.707106781	17	14	2.121320344
MBURv2_50003	Peptidase S45 penicillin amidase	22	16	4.242640687	17	17	0
MBURv2_50151	protein of unknown function	0	25	17.67766953	17	21	2.828427125
MBURv2_60132	conserved protein of unknown function	31	12	13.43502884	17	16	0.707106781
MBURv2_60295	protein of unknown function	51	22	20.50609665	17	17	0
MBURv2_60314	conserved protein of unknown function	20	25	3.535533906	17	15	1.414213562
MBURv2_80006	protein of unknown function	18	24	4.242640687	17	17	0
MBURv2_130076	conserved protein of unknown function	44	18	18.38477631	17	18	0.707106781
MBURv2_130535	Putative Serine/threonine protein kinase (fragment)	24	16	5.656854249	17	18	0.707106781
MBURv2_130793	protein of unknown function	44	27	12.02081528	17	21	2.828427125
MBURv2_130832	Biopolymer transport protein exbD2	21	11	7.071067812	17	16	0.707106781
MBURv2_130972	protein of unknown function	21	8	9.192388155	17	17	0
MBURv2_160169	conserved exported protein of unknown function	28	15	9.192388155	17	14	2.121320344
MBURv2_160560	conserved protein of unknown function	0	11	7.778174593	17	15	1.414213562
MBURv2_210014	putative methanol dehydrogenase regulatory protein	0	14	9.899494937	17	18	0.707106781
MBURv2_210209	protein of unknown function	0	11	7.778174593	17	20	2.121320344
MBURv2_250068	conserved exported protein of unknown function	18	21	2.121320344	17	17	0
MBURv2_20086	conserved protein of unknown function	0	20	14.14213562	16	15	0.707106781
MBURv2_20100	exported protein of unknown function	19	22	2.121320344	16	16	0
MBURv2_20106	conserved protein of unknown function	14	23	6.363961031	16	15	0.707106781
MBURv2_20122	OmpA/MotB domain protein	0	13	9.192388155	16	15	0.707106781
MBURv2_20124	conserved exported protein of unknown function	23	16	4.949747468	16	16	0
MBURv2_20127	Diguanylate cyclase/phosphodiesterase with PAS/PAC sensor(S)	16	17	0.707106781	16	16	0
MBURv2_20204	conserved exported protein of unknown function	6	15	6.363961031	16	15	0.707106781
MBURv2_20214	protein of unknown function	0	11	7.778174593	16	12	2.828427125
MBURv2_20361	Gluconolactonase	51	29	15.55634919	16	18	1.414213562
MBURv2_30087	conserved exported protein of unknown function	55	21	24.04163056	16	15	0.707106781
MBURv2_30129	conserved protein of unknown function	21	15	4.242640687	16	14	1.414213562
MBURv2_50193	AAA ATPase central domain protein	33	23	7.071067812	16	16	0
MBURv2_50227	protein of unknown function	0	19	13.43502884	16	15	0.707106781
MBURv2_50232	conserved protein of unknown function	0	15	10.60660172	16	12	2.828427125
MBURv2_50254	chemotaxis regulator transmitting signal to flagellar motor component	46	10	25.45584412	16	13	2.121320344
MBURv2_50260	Stage II sporulation protein E	0	22	15.55634919	16	15	0.707106781
MBURv2_50262	Response regulator receiver protein (fragment)	0	21	14.8492424	16	18	1.414213562
MBURv2_50436	putative dihydrodipicolinate synthase	0	21	14.8492424	16	15	0.707106781
MBURv2_60389	Cysteine desulfurase	7	23	11.3137085	16	17	0.707106781
MBURv2_120118	conserved protein of unknown function	0	18	12.72792206	16	21	3.535533906
MBURv2_130045	conserved protein of unknown function	0	15	10.60660172	16	17	0.707106781
MBURv2_130368	conserved protein of unknown function	37	14	16.26345597	16	16	0
MBURv2_130792	conserved protein of unknown function	8	15	4.949747468	16	15	0.707106781
MBURv2_130869	HAMP domain protein	22	13	6.363961031	16	16	0
MBURv2_130910	protein of unknown function	33	10	16.26345597	16	15	0.707106781
MBURv2_130989	"DNA polymerase V, subunit C"	7	6	0.707106781	16	15	0.707106781
MBURv2_150002	protein of unknown function	48	12	25.45584412	16	17	0.707106781
MBURv2_160475	protein of unknown function	0	17	12.02081528	16	19	2.121320344
MBURv2_160481	protein of unknown function	0	10	7.071067812	16	12	2.828427125
MBURv2_160520	conserved exported protein of unknown function	0	14	9.899494937	16	13	2.121320344
MBURv2_210509	Flavodoxin-B	0	11	7.778174593	16	14	1.414213562
MBURv2_210551	Zinc/iron permease	0	16	11.3137085	16	13	2.121320344
MBURv2_240006	conserved protein of unknown function	40	18	15.55634919	16	18	1.414213562
MBURv2_20092	putative phosphoketolase 1	0	18	12.72792206	15	15	0
MBURv2_20113	conserved exported protein of unknown function	0	11	7.778174593	15	13	1.414213562
MBURv2_20116	conserved protein of unknown function	0	14	9.899494937	15	14	0.707106781
MBURv2_20141	Non-heme chloroperoxidase	11	18	4.949747468	15	14	0.707106781
MBURv2_20332	phosphate transporter subunit ; ATP-binding component of ABC superfamily	20	14	4.242640687	15	14	0.707106781
MBURv2_20364	conserved protein of unknown function	0	15	10.60660172	15	17	1.414213562
MBURv2_50002	Cyclic peptide transporter	15	14	0.707106781	15	16	0.707106781
MBURv2_50238	AAA ATPase	8	17	6.363961031	15	16	0.707106781
MBURv2_50263	Chemotaxis protein methyltransferase	0	17	12.02081528	15	13	1.414213562
MBURv2_50269	protein of unknown function	35	23	8.485281374	15	16	0.707106781
MBURv2_50281	Gamma-glutamyltranspeptidase (fragment)	23	16	4.949747468	15	15	0
MBURv2_50409	putative Multi-sensor signal transduction histidine kinase	16	13	2.121320344	15	15	0
MBURv2_60256	conserved membrane protein of unknown function	25	22	2.121320344	15	16	0.707106781
MBURv2_60321	putative Response regulator receiver protein	47	15	22.627417	15	13	1.414213562
MBURv2_60390	Peptidase M15A	10	13	2.121320344	15	14	0.707106781
MBURv2_60394	protein of unknown function	20	12	5.656854249	15	14	0.707106781
MBURv2_80056	conserved membrane protein of unknown function	19	19	0	15	15	0
MBURv2_120114	conserved membrane protein of unknown function	6	15	6.363961031	15	16	0.707106781
MBURv2_130055	conserved membrane protein of unknown function	24	15	6.363961031	15	16	0.707106781
MBURv2_130506	conserved membrane protein of unknown function	29	15	9.899494937	15	14	0.707106781
MBURv2_130800	"Sigma54 specific transcriptional regulator, Fis family"	11	13	1.414213562	15	13	1.414213562
MBURv2_130893	sulfate/thiosulfate transporter subunit ; membrane component of ABC superfamily	21	16	3.535533906	15	16	0.707106781
MBURv2_130996	conserved protein of unknown function	62	14	33.9411255	15	16	0.707106781
MBURv2_131000	conserved protein of unknown function	57	9	33.9411255	15	16	0.707106781
MBURv2_160166	conserved protein of unknown function	13	12	0.707106781	15	14	0.707106781
MBURv2_160504	protein of unknown function	48	12	25.45584412	15	12	2.121320344
MBURv2_190127	conserved protein of unknown function	0	12	8.485281374	15	16	0.707106781
MBURv2_210507	protein of unknown function	0	15	10.60660172	15	10	3.535533906
MBURv2_210512	conserved protein of unknown function	27	13	9.899494937	15	16	0.707106781
MBURv2_210514	conserved protein of unknown function	33	8	17.67766953	15	14	0.707106781
MBURv2_210546	putative regulatory protein (nitrile hydratase activator like)	14	18	2.828427125	15	16	0.707106781
MBURv2_240038	protein of unknown function	104	22	57.98275606	15	15	0
MBURv2_240039	protein of unknown function	0	14	9.899494937	15	15	0
MBURv2_10061	protein of unknown function	0	3	2.121320344	14	14	0
MBURv2_20097	conserved protein of unknown function	0	19	13.43502884	14	19	3.535533906
MBURv2_20098	conserved protein of unknown function	0	21	14.8492424	14	20	4.242640687
MBURv2_20154	conserved protein of unknown function	0	12	8.485281374	14	10	2.828427125
MBURv2_30127	conserved protein of unknown function	36	19	12.02081528	14	16	1.414213562
MBURv2_30128	conserved protein of unknown function	11	14	2.121320344	14	13	0.707106781
MBURv2_30164	transposase (fragment)	38	14	16.97056275	14	15	0.707106781
MBURv2_40001	Protein MbtH	0	12	8.485281374	14	15	0.707106781
MBURv2_50066	protein of unknown function	0	16	11.3137085	14	15	0.707106781
MBURv2_50171	Transcriptional regulatory protein ZraR	13	13	0	14	12	1.414213562
MBURv2_50231	conserved protein of unknown function	31	12	13.43502884	14	12	1.414213562
MBURv2_50277	conserved protein of unknown function	0	19	13.43502884	14	14	0
MBURv2_60170	protein of unknown function	0	28	19.79898987	14	13	0.707106781
MBURv2_60286	conserved protein of unknown function	33	10	16.26345597	14	12	1.414213562
MBURv2_130157	Cobalamin synthase	12	13	0.707106781	14	13	0.707106781
MBURv2_130350	protein of unknown function	46	16	21.21320344	14	12	1.414213562
MBURv2_130426	protein of unknown function	0	16	11.3137085	14	14	0
MBURv2_130912	conserved protein of unknown function	0	17	12.02081528	14	14	0
MBURv2_160172	OmpA/MotB domain protein	0	13	9.192388155	14	14	0
MBURv2_160376	DNA ligase	31	18	9.192388155	14	15	0.707106781
MBURv2_160561	"CRISPR-associated helicase, Cas3 family"	7	12	3.535533906	14	12	1.414213562
MBURv2_210013	conserved protein of unknown function	0	13	9.192388155	14	13	0.707106781
MBURv2_210018	protein of unknown function	0	14	9.899494937	14	8	4.242640687
MBURv2_210190	putative Na+/H+ antiporter NhaP	25	12	9.192388155	14	14	0
MBURv2_210394	protein of unknown function	0	12	8.485281374	14	15	0.707106781
MBURv2_210469	ADP-ribosyl-[dinitrogen reductase] glycohydrolase	19	10	6.363961031	14	13	0.707106781
MBURv2_210485	Ferredoxin-4	0	10	7.071067812	14	11	2.121320344
MBURv2_210510	Rieske (2Fe-2S) region (fragment)	0	9	6.363961031	14	11	2.121320344
MBURv2_210554	"putative formylmethanofurane dehydrogenase, subunit"	10	13	2.121320344	14	13	0.707106781
MBURv2_240057	transposase (fragment)	14	11	2.121320344	14	13	0.707106781
MBURv2_10011	DNA topoisomerase 3	8	5	2.121320344	13	12	0.707106781
MBURv2_20062	protein of unknown function	48	24	16.97056275	13	17	2.828427125
MBURv2_20087	conserved protein of unknown function	0	12	8.485281374	13	14	0.707106781
MBURv2_20099	hydroperoxidase HPII(III) (catalase)	29	13	11.3137085	13	12	0.707106781
MBURv2_20107	conserved protein of unknown function	0	14	9.899494937	13	13	0
MBURv2_20134	conserved protein of unknown function	0	30	21.21320344	13	20	4.949747468
MBURv2_20371	"Two-component signal transduction system response, histidine kinase sensor"	25	17	5.656854249	13	14	0.707106781
MBURv2_30125	"CRISPR-associated protein, Csm2 family (fragment)"	0	16	11.3137085	13	11	1.414213562
MBURv2_30131	conserved protein of unknown function	38	15	16.26345597	13	11	1.414213562
MBURv2_50143	Rhs-family protein	12	10	1.414213562	13	12	0.707106781
MBURv2_50256	Anti-sigma-factor antagonist	10	17	4.949747468	13	14	0.707106781
MBURv2_50259	Serine/threonine-protein kinase RsbT	63	22	28.99137803	13	16	2.121320344
MBURv2_50317	conserved protein of unknown function	0	18	12.72792206	13	12	0.707106781
MBURv2_50320	conserved protein of unknown function	86	13	51.61879503	13	12	0.707106781
MBURv2_50434	"Efflux transporter, RND family, MFP subunit"	6	18	8.485281374	13	14	0.707106781
MBURv2_50435	"copper/silver efflux system, membrane component"	16	17	0.707106781	13	14	0.707106781
MBURv2_60164	Delta(14)-sterol reductase	0	17	12.02081528	13	12	0.707106781
MBURv2_130053	conserved protein of unknown function	69	9	42.42640687	13	12	0.707106781
MBURv2_130158	Alpha-ribazole phosphatase	15	14	0.707106781	13	13	0
MBURv2_130160	Cobalbumin biosynthesis protein	35	13	15.55634919	13	14	0.707106781
MBURv2_130305	Type IV pilus assembly protein PilW	16	19	2.121320344	13	13	0
MBURv2_130369	PilT protein domain protein (fragment)	0	11	7.778174593	13	11	1.414213562
MBURv2_130408	transposase	22	12	7.071067812	13	12	0.707106781
MBURv2_130786	conserved membrane protein of unknown function	31	13	12.72792206	13	12	0.707106781
MBURv2_130839	Propeptide PepSY amd peptidase M4	14	11	2.121320344	13	13	0
MBURv2_130918	protein of unknown function	0	15	10.60660172	13	16	2.121320344
MBURv2_130967	WGR (fragment)	0	13	9.192388155	13	12	0.707106781
MBURv2_130969	protein of unknown function	0	9	6.363961031	13	12	0.707106781
MBURv2_130992	conserved protein of unknown function	0	12	8.485281374	13	13	0
MBURv2_160167	conserved protein of unknown function	26	20	4.242640687	13	14	0.707106781
MBURv2_160508	conserved exported protein of unknown function	10	9	0.707106781	13	11	1.414213562
MBURv2_180010	protein of unknown function	52	125	51.61879503	13	12	0.707106781
MBURv2_210016	Transglutaminase domain protein	27	15	8.485281374	13	14	0.707106781
MBURv2_210238	protein of unknown function	0	6	4.242640687	13	11	1.414213562
MBURv2_210481	FeMo cofactor biosynthesis protein NifB	12	9	2.121320344	13	12	0.707106781
MBURv2_210520	conserved protein of unknown function	0	12	8.485281374	13	13	0
MBURv2_240035	protein of unknown function	13	14	0.707106781	13	13	0
MBURv2_20121	conserved protein of unknown function	0	11	7.778174593	12	12	0
MBURv2_20135	conserved exported protein of unknown function	22	19	2.121320344	12	14	1.414213562
MBURv2_20251	conserved protein of unknown function	36	32	2.828427125	12	13	0.707106781
MBURv2_30085	conserved exported protein of unknown function	9	19	7.071067812	12	14	1.414213562
MBURv2_30126	"CRISPR-associated RAMP protein, Csm3 family"	24	18	4.242640687	12	13	0.707106781
MBURv2_50152	conserved protein of unknown function	0	17	12.02081528	12	11	0.707106781
MBURv2_50249	PBS lyase HEAT domain protein repeat-containing protein	14	18	2.828427125	12	11	0.707106781
MBURv2_50261	Histidine kinase	24	16	5.656854249	12	11	0.707106781
MBURv2_50266	Response regulator receiver sensor signal transduction histidine kinase	14	14	0	12	11	0.707106781
MBURv2_50339	DNA internalization-related competence protein ComEC/Rec2	11	15	2.828427125	12	13	0.707106781
MBURv2_60190	protein of unknown function	35	7	19.79898987	12	9	2.121320344
MBURv2_60315	exported protein of unknown function	0	8	5.656854249	12	11	0.707106781
MBURv2_130844	"RNA polymerase, sigma-24 subunit, ECF subfamily"	0	10	7.071067812	12	13	0.707106781
MBURv2_130914	CDP-diacylglycerol/serine O-phosphatidyltransferase	17	11	4.242640687	12	12	0
MBURv2_160165	conserved protein of unknown function	0	14	9.899494937	12	12	0
MBURv2_160471	conserved protein of unknown function	0	14	9.899494937	12	13	0.707106781
MBURv2_190055	protein of unknown function	59	14	31.81980515	12	12	0
MBURv2_210015	conserved membrane protein of unknown function	9	13	2.828427125	12	13	0.707106781
MBURv2_210240	conserved protein of unknown function	0	12	8.485281374	12	13	0.707106781
MBURv2_210431	conserved protein of unknown function	0	5	3.535533906	12	11	0.707106781
MBURv2_210448	conserved protein of unknown function	0	9	6.363961031	12	11	0.707106781
MBURv2_210466	conserved protein of unknown function	0	12	8.485281374	12	12	0
MBURv2_210518	Nitrogenase molybdenum-iron protein alpha chain	6	11	3.535533906	12	11	0.707106781
MBURv2_210550	Uncharacterized GTP-binding protein YjiA	0	12	8.485281374	12	11	0.707106781
MBURv2_10012	TraD protein	0	5	3.535533906	11	8	2.121320344
MBURv2_10013	DNA primase traC (Modular protein)	16	8	5.656854249	11	10	0.707106781
MBURv2_10067	Conjugation TrbI-like protein	13	9	2.828427125	11	11	0
MBURv2_20090	PRC-barrel domain protein	11	14	2.121320344	11	10	0.707106781
MBURv2_20111	putative ribonuclease BN	17	11	4.242640687	11	11	0
MBURv2_20117	Transport-associated protein	42	12	21.21320344	11	10	0.707106781
MBURv2_20153	conserved exported protein of unknown function	22	8	9.899494937	11	10	0.707106781
MBURv2_20273	protein of unknown function	0	17	12.02081528	11	13	1.414213562
MBURv2_30084	Enediyne biosynthesis protein UnbU	0	10	7.071067812	11	10	0.707106781
MBURv2_50233	Twin-arginine translocation pathway signal	7	11	2.828427125	11	9	1.414213562
MBURv2_50257	RsbT antagonist protein RsbS	22	14	5.656854249	11	11	0
MBURv2_60317	"DNA polymerase V, subunit C"	27	7	14.14213562	11	10	0.707106781
MBURv2_60323	putative TonB-dependent receptor plug	21	18	2.121320344	11	11	0
MBURv2_80003	conserved protein of unknown function	19	11	5.656854249	11	10	0.707106781
MBURv2_80004	protein of unknown function	19	12	4.949747468	11	10	0.707106781
MBURv2_120115	putative transcriptional regulator	0	11	7.778174593	11	11	0
MBURv2_130141	conserved exported protein of unknown function	11	11	0	11	10	0.707106781
MBURv2_130840	conserved membrane protein of unknown function	14	8	4.242640687	11	10	0.707106781
MBURv2_130849	TonB-dependent receptor protein	10	9	0.707106781	11	11	0
MBURv2_130894	sulfate/thiosulfate transporter subunit ; membrane component of ABC superfamily	10	13	2.121320344	11	12	0.707106781
MBURv2_130915	putative SNARE associated Golgi protein-related protein	13	10	2.121320344	11	10	0.707106781
MBURv2_160186	Sec-independent protein translocase protein TatB	0	8	5.656854249	11	10	0.707106781
MBURv2_160187	Sec-independent protein translocase protein TatA	0	6	4.242640687	11	10	0.707106781
MBURv2_210010	conserved protein of unknown function	0	7	4.949747468	11	12	0.707106781
MBURv2_210011	exported protein of unknown function	16	9	4.949747468	11	11	0
MBURv2_210019	conserved exported protein of unknown function	0	12	8.485281374	11	11	0
